;Fecha;Ubicacion;Temperatura;Humedad;Presion;VelocidadViento;DireccionViento;Precipitacion;PuntoRocio;VelocidadVehiculo;LongitudVehiculo;Humo;
574;10/11/2020 6:00;Aguilares - Concepcion;22.4;93.9;1012.7;0.2;0.2;0;21.3;;;0;
575;10/11/2020 7:00;Aguilares - Concepcion;22.7;92.7;1013.4;0.2;161.4;0;21.4;;;0;
576;10/11/2020 8:00;Aguilares - Concepcion;23;91.1;1014.1;0.5;128.7;0;21.5;;;0;
577;10/11/2020 9:00;Aguilares - Concepcion;23.5;98.3;1013.9;0.6;86.6;0;23.3;;;0;
578;10/11/2020 10:00;Aguilares - Concepcion;24.2;96.7;1013.7;0.4;45.9;0;23.6;;;0;
579;10/11/2020 11:00;Aguilares - Concepcion;26.3;87.4;1012.6;0.8;27.9;0;24;;;0;
580;10/11/2020 12:00;Aguilares - Concepcion;29.9;66.7;1011.4;1;320;0;23.1;;;0;
581;10/11/2020 13:00;Aguilares - Concepcion;30.8;60;1010.1;1.4;300;0;22.1;;;0;
582;10/11/2020 14:00;Aguilares - Concepcion;30.6;60.8;1009.1;1.4;295.2;0;22.2;;;0;
583;10/11/2020 15:00;Aguilares - Concepcion;29.7;67.8;1008.6;1.3;287.9;0;23.1;;;0;
584;10/11/2020 16:00;Aguilares - Concepcion;28.6;76.6;1008.9;0.9;280.7;0;24.1;;;0;
585;10/11/2020 17:00;Aguilares - Concepcion;26.2;88.8;1009.4;0.8;226.7;0;24.2;;;0;
586;10/11/2020 18:00;Aguilares - Concepcion;24.5;94.5;1010.1;0.8;218.7;0;23.6;;;0;
587;10/11/2020 19:00;Aguilares - Concepcion;23.8;97.1;1010.8;0.7;270.1;0.2;23.3;;;0;
588;10/11/2020 20:00;Aguilares - Concepcion;23.5;97.4;1011.3;1;37.9;0.6;23.1;;;0;
589;10/11/2020 21:00;Aguilares - Concepcion;23.4;98;1011.9;0.9;67.9;0.7;23.1;;;0;
590;10/11/2020 22:00;Aguilares - Concepcion;23.3;98.4;1012.3;0.7;75.9;0.8;23;;;0;
591;10/11/2020 23:00;Aguilares - Concepcion;23.2;98.4;1012.3;0.3;38.6;0.9;22.9;;;0;
592;11/11/2020 0:00;Aguilares - Concepcion;23;98.5;1012;0.3;61.3;1;22.7;;;0;
593;11/11/2020 1:00;Aguilares - Concepcion;22.8;98.6;1011.4;0.3;106;1.2;22.6;;;0;
594;11/11/2020 2:00;Aguilares - Concepcion;22.7;98.6;1010.8;0.4;193.5;0.8;22.4;;;0;
595;07/11/2020 15:45;Concepcion - Rio Seco;27;95.2;1011.1;1.7;12.2;0.5;26.2;40;13;0;
596;07/11/2020 16:59;Concepcion - Rio Seco;25.6;92.7;1010.2;1.1;32;0.6;24.4;35;18;0;
597;07/11/2020 18:20;Concepcion - Rio Seco;24.9;85;1010;2.3;27.1;0.9;22.2;30;20;0;
598;07/11/2020 17:00;Concepcion - Rio Seco;23.3;91.3;1010.9;1.5;29.8;0.6;21.8;;;0;
599;07/11/2020 18:00;Concepcion - Rio Seco;20.2;93.5;1011.9;1.4;20.8;0.4;19.1;;;0;
600;07/11/2020 19:00;Concepcion - Rio Seco;18.9;94.2;1012.9;1.4;30.8;0;18;;;0;
601;07/11/2020 20:00;Concepcion - Rio Seco;18.3;90.4;1013.4;0.6;340.2;0;16.7;;;0;
602;07/11/2020 21:00;Concepcion - Rio Seco;18;90.8;1014.2;0.4;330.2;0;16.5;;;0;
603;07/11/2020 22:00;Concepcion - Rio Seco;17.9;91.5;1014.7;0.4;280;0;16.5;;;0;
604;07/11/2020 23:00;Concepcion - Rio Seco;17.9;91.9;1014.9;0.5;197.1;0;16.6;;;0;
605;08/11/2020 0:00;Concepcion - Rio Seco;18;92.6;1014.8;0.8;227.1;0;16.7;;;0;
606;08/11/2020 1:00;Concepcion - Rio Seco;17.8;93.3;1014.3;1.1;227.2;0;16.7;;;0;
607;08/11/2020 2:00;Concepcion - Rio Seco;17.7;94;1013.7;1.4;209.2;0;16.7;;;0;
608;08/11/2020 3:00;Concepcion - Rio Seco;17.8;85.7;1012.9;1.1;247.1;0;15.4;;;0;
609;08/11/2020 4:00;Concepcion - Rio Seco;17.9;85.6;1013.1;0.9;247.1;0;15.5;;;0;
610;08/11/2020 5:00;Concepcion - Rio Seco;18.1;86;1013.8;0.5;279.8;0;15.7;;;0;
611;08/11/2020 6:00;Concepcion - Rio Seco;18.2;87.1;1014.8;0.7;269.8;0;16;;;0;
612;08/11/2020 7:00;Concepcion - Rio Seco;19.3;82.6;1015.7;0.4;302;0;16.3;;;0;
613;08/11/2020 8:00;Concepcion - Rio Seco;20.9;;1015.8;1;192.2;0;18;;;0;
614;08/11/2020 9:00;Concepcion - Rio Seco;21.9;;1015.9;1.3;175.7;0;17.1;;;0;
615;08/11/2020 10:00;Concepcion - Rio Seco;21.6;;1015.2;2.1;182.9;0;15.5;;;0;
616;08/11/2020 11:00;Concepcion - Rio Seco;20.9;;1013.7;2.8;180.8;0;14.3;;;0;
617;08/11/2020 12:00;Concepcion - Rio Seco;20.9;;1011.7;3.8;190;0;14;;;0;
618;08/11/2020 13:00;Concepcion - Rio Seco;21.3;;1009.7;3.5;200;0.3;14.1;;;0;
619;08/11/2020 14:00;Concepcion - Rio Seco;21.1;60.9;1012.2;2.4;218;0;13.3;;;0;
620;08/11/2020 15:00;Concepcion - Rio Seco;22;60.2;1010.9;2.5;220.8;0;13.9;;;0;
621;08/11/2020 16:00;Concepcion - Rio Seco;22.2;64.6;1011;1.2;258.6;0;15.2;;;0;
622;08/11/2020 17:00;Concepcion - Rio Seco;21.7;77.7;1011.9;0.7;0;0;17.6;;;0;
623;08/11/2020 18:00;Concepcion - Rio Seco;19.3;88.3;1012.8;0.7;2.9;0;17.3;;;0;
624;08/11/2020 19:00;Concepcion - Rio Seco;18.5;88.7;1013.6;0.6;277.8;0;16.6;;;0;
625;08/11/2020 20:00;Concepcion - Rio Seco;18;88.7;1014.4;0.9;227.1;0;16.2;;;0;
626;08/11/2020 21:00;Concepcion - Rio Seco;17.7;88;1014.7;1.2;257.1;0;15.7;;;0;
627;08/11/2020 22:00;Concepcion - Rio Seco;17;87.8;1015.1;1.2;247.1;0;15;;;0;
628;08/11/2020 23:00;Concepcion - Rio Seco;16.6;87.4;1015.1;1.4;247.1;0;14.5;;;0;
629;09/11/2020 0:00;Concepcion - Rio Seco;16.4;87.1;1014.9;1.7;247.1;0;14.3;;;0;
630;09/11/2020 1:00;Concepcion - Rio Seco;16.2;87;1014.2;1.6;247.1;0;14;;;0;
631;09/11/2020 2:00;Concepcion - Rio Seco;15.7;86.4;1013.6;1.2;247.1;0;13.5;;;0;
632;09/11/2020 3:00;Concepcion - Rio Seco;15.4;86;1013.3;1.2;247.1;0;13;;;0;
633;09/11/2020 4:00;Concepcion - Rio Seco;15.3;85.8;1013.5;1.3;237.1;0;12.9;;;0;
634;09/11/2020 5:00;Concepcion - Rio Seco;15.3;86.7;1014.2;1.5;237.1;0;13.1;;;0;
635;09/11/2020 6:00;Concepcion - Rio Seco;15.3;87.5;1015;1.8;237.1;0;13.3;;;0;
636;09/11/2020 7:00;Concepcion - Rio Seco;17.8;76.2;1015.4;1.7;247.1;0;13.6;;;0;
637;09/11/2020 8:00;Concepcion - Rio Seco;20.7;64.7;1015.5;1.2;220;0;13.9;;;0;
638;09/11/2020 9:00;Concepcion - Rio Seco;22.9;57.2;1015.5;1.4;192.9;0;14;;;0;
639;09/11/2020 10:00;Concepcion - Rio Seco;24.9;52.9;1015;1.5;202.8;0;14.7;;;0;
640;09/11/2020 11:00;Concepcion - Rio Seco;26.9;46.6;1014.2;1.9;220.8;0;14.5;;;0;
641;09/11/2020 12:00;Concepcion - Rio Seco;28.4;42.4;1013.1;2.3;210;0;14.4;;;0;
642;09/11/2020 13:00;Concepcion - Rio Seco;28.7;40.1;1011.4;2.7;190;0;13.8;;;0;
643;09/11/2020 14:00;Concepcion - Rio Seco;28.7;41.2;1010.2;4.1;190;0;14.2;;;0;
644;09/11/2020 15:00;Concepcion - Rio Seco;26.9;45.8;1009.4;3.8;190;0;14.2;;;0;
645;09/11/2020 16:00;Concepcion - Rio Seco;25.4;49.2;1009.5;3.6;199.8;0;14;;;0;
646;09/11/2020 17:00;Concepcion - Rio Seco;23.4;61.8;1010.1;3.3;209.8;0;15.6;;;0;
647;09/11/2020 18:00;Concepcion - Rio Seco;20.3;73.4;1010.9;3.1;227.1;0;15.3;;;0;
648;09/11/2020 19:00;Concepcion - Rio Seco;18.9;79.9;1012;2.4;237.1;0;15.4;;;0;
649;09/11/2020 20:00;Concepcion - Rio Seco;18.4;82.4;1013.2;1.8;247.1;0;15.4;;;0;
650;09/11/2020 21:00;Concepcion - Rio Seco;18;83.1;1014;1.6;247.1;0;15.1;;;0;
651;09/11/2020 22:00;Concepcion - Rio Seco;17.8;83.9;1014.3;1.4;257.1;0;15.1;;;0;
652;09/11/2020 23:00;Concepcion - Rio Seco;17.6;89;1014.5;0.7;257.1;0;15.7;;;0;
653;10/11/2020 0:00;Concepcion - Rio Seco;17.4;89.9;1014.2;0.5;247.1;0;15.7;;;0;
654;10/11/2020 1:00;Concepcion - Rio Seco;16.9;90.4;1013.7;0.7;247.1;0;15.3;;;0;
655;10/11/2020 2:00;Concepcion - Rio Seco;16.4;90.7;1013.3;1;247.2;0;14.9;;;0;
656;10/11/2020 3:00;Concepcion - Rio Seco;16.1;91.1;1013.4;0.3;300.8;0;14.6;;;0;
657;10/11/2020 4:00;Concepcion - Rio Seco;15.8;91.4;1013.7;0.7;259.4;0;14.4;;;0;
658;10/11/2020 5:00;Concepcion - Rio Seco;15.8;91.6;1014.2;0.6;257.2;0;14.4;;;0;
659;10/11/2020 6:00;Concepcion - Rio Seco;16.4;91.5;1014.7;1;270.2;0;15;;;0;
660;10/11/2020 7:00;Concepcion - Rio Seco;17.6;85.6;1014.9;0.4;250;0;15.2;;;0;
661;10/11/2020 8:00;Concepcion - Rio Seco;18.4;81.2;1015.2;0.6;77.1;0;15.1;;;0;
662;10/11/2020 9:00;Concepcion - Rio Seco;19.1;86;1015.4;0.6;160.8;0;16.7;;;0;
663;10/11/2020 10:00;Concepcion - Rio Seco;20.5;81.4;1015.1;1.1;67.1;0;17.2;;;0;
664;10/11/2020 11:00;Concepcion - Rio Seco;21.7;76.8;1014.4;2;37.1;0;17.4;;;0;
665;10/11/2020 12:00;Concepcion - Rio Seco;22.7;72.1;1013.2;1.9;27.1;0;17.4;;;0;
666;10/11/2020 13:00;Concepcion - Rio Seco;24.8;62.6;1011.5;1.9;27.1;0;17.1;;;0;
667;10/11/2020 14:00;Concepcion - Rio Seco;25.7;58.4;1010.1;2.1;37.1;0;17;;;0;
668;10/11/2020 15:00;Concepcion - Rio Seco;25.7;59.5;1009.3;2.3;39.2;0;17.2;;;0;
669;10/11/2020 16:00;Concepcion - Rio Seco;24.6;65.6;1009.5;2.1;39.2;0;17.8;;;0;
670;10/11/2020 17:00;Concepcion - Rio Seco;22.7;80.2;1010.1;1.7;49.2;0;19.1;;;0;
671;10/11/2020 18:00;Concepcion - Rio Seco;19.6;88.9;1011;1;52.2;0;17.8;;;0;
672;10/11/2020 19:00;Concepcion - Rio Seco;19.2;90.9;1011.7;0.6;308.6;0.4;17.6;;;0;
673;10/11/2020 20:00;Concepcion - Rio Seco;18.7;92.2;1012.9;0.8;290;1.2;17.4;;;0;
674;10/11/2020 21:00;Concepcion - Rio Seco;18.6;93.2;1013.6;0.7;292.2;0.8;17.4;;;0;
675;10/11/2020 22:00;Concepcion - Rio Seco;18.4;93.5;1014.1;0.8;300.2;0.6;17.3;;;0;
676;10/11/2020 23:00;Concepcion - Rio Seco;18.2;93.5;1014.3;0.6;260;0.5;17.1;;;0;
677;11/11/2020 0:00;Concepcion - Rio Seco;17.6;94.2;1014.1;0.5;177.1;0.4;16.7;;;0;
678;11/11/2020 1:00;Concepcion - Rio Seco;17.4;93.9;1013.5;0.5;239.2;0.2;16.4;;;0;
679;11/11/2020 2:00;Concepcion - Rio Seco;16.9;93.7;1012.8;0.7;302.2;0;15.9;;;0;
680;07/11/2020 16:00;Rio Seco - Monteros;28.3;86;1012.4;1.6;192;0;25.7;40;13;0;
681;07/11/2020 17:16;Rio Seco - Monteros;28.2;84.1;1011.7;1.1;222.1;0;25.3;35;18;0;
682;07/11/2020 18:40;Rio Seco - Monteros;27.9;81.3;1011.3;1.5;259.3;0;24.4;30;20;0;
683;07/11/2020 17:00;Rio Seco - Monteros;27.1;90.6;1012.1;1.5;222.1;0;25.4;;;0;
684;07/11/2020 18:00;Rio Seco - Monteros;24.2;93.4;1013.2;1.3;199.3;0;23;;;0;
685;07/11/2020 19:00;Rio Seco - Monteros;23.5;94.1;1014.2;0.9;185.1;0;22.5;;;0;
686;07/11/2020 20:00;Rio Seco - Monteros;23.1;89.2;1014.8;0.9;8.4;0;21.2;;;0;
687;07/11/2020 21:00;Rio Seco - Monteros;22.5;89.6;1015.3;0.9;242.1;0;20.7;;;0;
688;07/11/2020 22:00;Rio Seco - Monteros;22.1;91.4;1015.7;0.7;225.3;0;20.6;;;0;
689;07/11/2020 23:00;Rio Seco - Monteros;21.9;92;1015.7;0.5;116.3;0;20.6;;;0;
690;08/11/2020 0:00;Rio Seco - Monteros;21.8;92.2;1015.4;0.6;92.7;0;20.5;;;0;
691;08/11/2020 1:00;Rio Seco - Monteros;21.6;92.3;1014.9;0.5;110.6;0.2;20.3;;;0;
692;08/11/2020 2:00;Rio Seco - Monteros;21.2;92.8;1014.3;0.4;119.3;0.5;20;;;0;
693;08/11/2020 3:00;Rio Seco - Monteros;20.9;96.5;1014;1.2;34.9;0.4;20.3;;;0;
694;08/11/2020 4:00;Rio Seco - Monteros;20.5;95.4;1014.3;1.2;26.4;0.4;19.7;;;0;
695;08/11/2020 5:00;Rio Seco - Monteros;20.3;94.9;1015;1.3;30.6;0.4;19.4;;;0;
696;08/11/2020 6:00;Rio Seco - Monteros;20.3;93.8;1015.9;1.3;22.1;0.4;19.3;;;0;
697;08/11/2020 7:00;Rio Seco - Monteros;21.3;91.7;1016.6;0.9;275.9;0.4;19.9;;;0;
698;08/11/2020 8:00;Rio Seco - Monteros;21.7;;1014.6;0.8;329.4;0.2;21.5;;;0;
699;08/11/2020 9:00;Rio Seco - Monteros;22.1;;1015;0.5;234;0;21.6;;;0;
700;08/11/2020 10:00;Rio Seco - Monteros;22.5;;1014.6;1.7;217;0;22.1;;;0;
701;08/11/2020 11:00;Rio Seco - Monteros;23.2;;1013.4;2.1;214.3;0;22;;;0;
702;08/11/2020 12:00;Rio Seco - Monteros;25.2;;1011.4;2.3;209.2;0;22.2;;;0;
703;08/11/2020 13:00;Rio Seco - Monteros;26.6;;1009.3;1.9;215.4;0;22.1;;;0;
704;08/11/2020 14:00;Rio Seco - Monteros;27;71.1;1012.7;1.9;194.7;0;21.3;;;0;
705;08/11/2020 15:00;Rio Seco - Monteros;26.3;80.5;1012.6;0.9;189;0;22.7;;;0;
706;08/11/2020 16:00;Rio Seco - Monteros;25.7;85.2;1012.7;1.1;197.4;0;23.1;;;0;
707;08/11/2020 17:00;Rio Seco - Monteros;24.2;88.6;1013.3;0.8;194.3;0;22.2;;;0;
708;08/11/2020 18:00;Rio Seco - Monteros;23.1;88.6;1013.9;0.8;207;0;21.1;;;0;
709;08/11/2020 19:00;Rio Seco - Monteros;22.6;88.9;1014.6;0.9;167.9;0.1;20.7;;;0;
710;08/11/2020 20:00;Rio Seco - Monteros;22.3;88.3;1015.4;0.6;137.9;0;20.3;;;0;
711;08/11/2020 21:00;Rio Seco - Monteros;22;91.1;1015.9;0.5;126.6;0;20.5;;;0;
712;08/11/2020 22:00;Rio Seco - Monteros;21.7;90.5;1016.1;0.8;60;0;20.1;;;0;
713;08/11/2020 23:00;Rio Seco - Monteros;21.7;89.3;1016.1;1.1;32.1;0;19.9;;;0;
714;09/11/2020 0:00;Rio Seco - Monteros;21.5;89;1015.8;0.7;2.7;0;19.7;;;0;
715;09/11/2020 1:00;Rio Seco - Monteros;21.4;89.9;1015.1;0.6;286;0;19.7;;;0;
716;09/11/2020 2:00;Rio Seco - Monteros;21.3;91;1014.6;0.5;15;0;19.7;;;0;
717;09/11/2020 3:00;Rio Seco - Monteros;20.8;90.8;1014.4;0.6;54.9;0;19.3;;;0;
718;09/11/2020 4:00;Rio Seco - Monteros;20.4;89.9;1014.5;0.5;79.8;0;18.7;;;0;
719;09/11/2020 5:00;Rio Seco - Monteros;20.2;85;1015;0.7;15.4;0;17.6;;;0;
720;09/11/2020 6:00;Rio Seco - Monteros;20.1;87;1015.8;0.4;19.2;0;17.9;;;0;
721;09/11/2020 7:00;Rio Seco - Monteros;21.9;89.3;1016.2;0.6;323.5;0;20.1;;;0;
722;09/11/2020 8:00;Rio Seco - Monteros;23.5;85.8;1016.6;0.7;295.4;0;21;;;0;
723;09/11/2020 9:00;Rio Seco - Monteros;24.9;82.3;1016.8;1.3;328.6;0;21.6;;;0;
724;09/11/2020 10:00;Rio Seco - Monteros;25.9;81.4;1016.4;1;310.7;0;22.5;;;0;
725;09/11/2020 11:00;Rio Seco - Monteros;26.8;76.9;1015.5;1.1;295.7;0;22.5;;;0;
726;09/11/2020 12:00;Rio Seco - Monteros;27.6;73.8;1014.2;1.5;317.9;0;22.5;;;0;
727;09/11/2020 13:00;Rio Seco - Monteros;28.1;65.4;1012.6;2;318.5;0;21;;;0;
728;09/11/2020 14:00;Rio Seco - Monteros;28;68;1011.6;2.1;320.7;0;21.5;;;0;
729;09/11/2020 15:00;Rio Seco - Monteros;27.2;68.7;1011;2.3;320.7;0;21;;;0;
730;09/11/2020 16:00;Rio Seco - Monteros;25.5;73.8;1011.3;2;317.9;0;20.4;;;0;
731;09/11/2020 17:00;Rio Seco - Monteros;24;82.8;1011.9;1.7;307.9;0;20.9;;;0;
732;09/11/2020 18:00;Rio Seco - Monteros;22.7;89.5;1012.6;1.3;354.7;0;20.9;;;0;
733;09/11/2020 19:00;Rio Seco - Monteros;22.3;90.4;1013.7;1.1;31.2;0;20.7;;;0;
734;09/11/2020 20:00;Rio Seco - Monteros;22.1;90.9;1014.7;1;41.2;0;20.6;;;0;
735;09/11/2020 21:00;Rio Seco - Monteros;21.7;91;1015.5;0.9;59.2;0;20.2;;;0;
736;09/11/2020 22:00;Rio Seco - Monteros;21.3;90.6;1015.8;0.8;92.4;0;19.7;;;0;
737;09/11/2020 23:00;Rio Seco - Monteros;21.1;89;1015.9;0.9;187.3;0;19.2;;;0;
738;10/11/2020 0:00;Rio Seco - Monteros;20.8;91.8;1015.6;0.8;140.7;0;19.4;;;0;
739;10/11/2020 1:00;Rio Seco - Monteros;20.5;92.9;1015;0.9;130.7;0;19.3;;;0;
740;10/11/2020 2:00;Rio Seco - Monteros;20.4;94.3;1014.6;0.7;114.9;0;19.5;;;0;
741;10/11/2020 3:00;Rio Seco - Monteros;20.4;93.9;1014.6;0.7;185.7;0;19.3;;;0;
742;10/11/2020 4:00;Rio Seco - Monteros;20.2;94.6;1014.9;0.6;152.3;0;19.3;;;0;
743;10/11/2020 5:00;Rio Seco - Monteros;19.9;93.6;1015.4;0.4;117.9;0;18.8;;;0;
744;10/11/2020 6:00;Rio Seco - Monteros;19.8;93.1;1016.1;0.6;135.8;0;18.7;;;0;
745;10/11/2020 7:00;Rio Seco - Monteros;20.5;90.2;1016.4;0.6;199.2;0;18.9;;;0;
746;10/11/2020 8:00;Rio Seco - Monteros;21;85.8;1016.7;0.9;255;0;18.6;;;0;
747;10/11/2020 9:00;Rio Seco - Monteros;22;87.8;1016.9;1.2;193.4;0;19.9;;;0;
748;10/11/2020 10:00;Rio Seco - Monteros;23.2;83.1;1016.8;1.3;194.7;0;20.2;;;0;
749;10/11/2020 11:00;Rio Seco - Monteros;23.9;80;1016;1.1;192;0;20.2;;;0;
750;10/11/2020 12:00;Rio Seco - Monteros;25.1;75.4;1014.8;1;202.7;0;20.4;;;0;
751;10/11/2020 13:00;Rio Seco - Monteros;25.4;73.5;1013.3;1.6;207;0;20.3;;;0;
752;10/11/2020 14:00;Rio Seco - Monteros;25.1;75.5;1012;1.8;206.4;0;20.5;;;0;
753;10/11/2020 15:00;Rio Seco - Monteros;25.4;74.1;1011.2;1.2;269.5;0;20.5;;;0;
754;10/11/2020 16:00;Rio Seco - Monteros;25.4;73.4;1011.4;1;255;0;20.3;;;0;
755;10/11/2020 17:00;Rio Seco - Monteros;24.8;81.2;1012;0.8;262.8;0;21.4;;;0;
756;10/11/2020 18:00;Rio Seco - Monteros;22.4;85.1;1013;0.8;131.8;0;19.8;;;0;
757;10/11/2020 19:00;Rio Seco - Monteros;21.8;86.5;1013.7;0.8;62.8;0;19.5;;;0;
758;10/11/2020 20:00;Rio Seco - Monteros;22.4;84.7;1014.3;1.5;44.9;0.6;19.7;;;0;
759;10/11/2020 21:00;Rio Seco - Monteros;22;86.3;1015;1.5;24.9;0.6;19.6;;;0;
760;10/11/2020 22:00;Rio Seco - Monteros;21.8;87.5;1015.5;1.2;4.7;0.6;19.6;;;0;
761;10/11/2020 23:00;Rio Seco - Monteros;21.2;90.5;1015.6;1.3;310;0.7;19.6;;;0;
762;11/11/2020 0:00;Rio Seco - Monteros;20.9;92.5;1015.4;0.8;312.8;0.7;19.6;;;0;
763;11/11/2020 1:00;Rio Seco - Monteros;20.7;94;1014.6;0.7;334;0.8;19.7;;;0;
764;11/11/2020 2:00;Rio Seco - Monteros;20.6;94.2;1014;0.9;27;0.8;19.6;;;0;
765;07/11/2020 16:15;Monteros - Rio Caspichango;27.9;84.8;1009.9;0.9;218.2;0;25.1;40;13;0;
766;07/11/2020 17:33;Monteros - Rio Caspichango;27.7;84.5;1009.2;0.7;312.5;0;24.9;35;18;0;
767;07/11/2020 19:00;Monteros - Rio Caspichango;27.2;77.5;1009.8;1;189.2;0;22.9;30;20;0;
768;07/11/2020 17:00;Monteros - Rio Caspichango;25.5;86.7;1010.4;1;196.2;0;23.2;;;0;
769;07/11/2020 18:00;Monteros - Rio Caspichango;24.1;91.3;1011;0.9;62.1;0;22.6;;;0;
770;07/11/2020 19:00;Monteros - Rio Caspichango;23.6;91.7;1011.8;0.9;89.9;0.3;22.2;;;0;
771;07/11/2020 20:00;Monteros - Rio Caspichango;23.4;96.6;1012.5;1;116.7;0.3;22.8;;;0;
772;07/11/2020 21:00;Monteros - Rio Caspichango;23.2;96.2;1012.9;1.1;117.4;0.5;22.6;;;0;
773;07/11/2020 22:00;Monteros - Rio Caspichango;23.1;95.5;1012.9;1;107.4;0.6;22.4;;;0;
774;07/11/2020 23:00;Monteros - Rio Caspichango;23;95;1012.7;0.9;107.4;0.6;22.1;;;0;
775;08/11/2020 0:00;Monteros - Rio Caspichango;22.6;94.8;1012.4;0.9;114.5;0.7;21.7;;;0;
776;08/11/2020 1:00;Monteros - Rio Caspichango;22.2;94.7;1011.9;0.9;113.5;0.9;21.3;;;0;
777;08/11/2020 2:00;Monteros - Rio Caspichango;21.8;94.7;1011.4;0.8;113.7;0.4;20.9;;;0;
778;08/11/2020 3:00;Monteros - Rio Caspichango;21.6;89;1011.1;1.5;33.6;0.4;19.7;;;0;
779;08/11/2020 4:00;Monteros - Rio Caspichango;21.4;89.1;1011.3;1.5;33.6;0.4;19.5;;;0;
780;08/11/2020 5:00;Monteros - Rio Caspichango;21.2;88.5;1011.9;1.5;37.5;0.3;19.2;;;0;
781;08/11/2020 6:00;Monteros - Rio Caspichango;21.2;88.7;1012.8;1.3;36.8;0.3;19.2;;;0;
782;08/11/2020 7:00;Monteros - Rio Caspichango;22.6;85.8;1013.5;0.9;39;0;20.1;;;0;
783;08/11/2020 8:00;Monteros - Rio Caspichango;24.3;;1013.5;1.5;174;0;22.3;;;0;
784;08/11/2020 9:00;Monteros - Rio Caspichango;25.6;;1013.8;1.6;194.3;0;22.4;;;0;
785;08/11/2020 10:00;Monteros - Rio Caspichango;26.6;;1013.5;1.8;204;0;22.3;;;0;
786;08/11/2020 11:00;Monteros - Rio Caspichango;26.9;;1012.6;1.8;210;0;22.7;;;0;
787;08/11/2020 12:00;Monteros - Rio Caspichango;27.3;;1011.4;1.5;231;0;23.1;;;0;
788;08/11/2020 13:00;Monteros - Rio Caspichango;27.6;;1009.9;1.5;302.8;0;23.5;;;0;
789;08/11/2020 14:00;Monteros - Rio Caspichango;27.7;83.1;1010.1;3.4;174;0;24.6;;;0;
790;08/11/2020 15:00;Monteros - Rio Caspichango;27.7;80.3;1009.3;2.8;190.3;0;23.9;;;0;
791;08/11/2020 16:00;Monteros - Rio Caspichango;27.2;86.8;1009.7;2.6;181;0.1;24.8;;;0;
792;08/11/2020 17:00;Monteros - Rio Caspichango;25.7;93.1;1010.7;2.1;170.3;0;24.5;;;0;
793;08/11/2020 18:00;Monteros - Rio Caspichango;24.1;94.6;1011.4;1.4;146.7;0;23.2;;;0;
794;08/11/2020 19:00;Monteros - Rio Caspichango;23.7;93.9;1012.3;1.4;126.7;0;22.6;;;0;
795;08/11/2020 20:00;Monteros - Rio Caspichango;23.5;93.1;1013;1.5;127.4;0;22.3;;;0;
796;08/11/2020 21:00;Monteros - Rio Caspichango;23.4;93.1;1013.1;1.4;123.5;0;22.2;;;0;
797;08/11/2020 22:00;Monteros - Rio Caspichango;23.2;92.9;1013.3;1.4;126.5;0;22;;;0;
798;08/11/2020 23:00;Monteros - Rio Caspichango;22.9;92.4;1013.4;1.1;120.3;0.3;21.6;;;0;
799;09/11/2020 0:00;Monteros - Rio Caspichango;22.7;92.4;1013.1;1.1;102.8;0.4;21.4;;;0;
800;09/11/2020 1:00;Monteros - Rio Caspichango;22.6;94.2;1012.5;1.1;61;0.6;21.6;;;0;
801;09/11/2020 2:00;Monteros - Rio Caspichango;22.4;94.8;1011.8;1.2;55.3;1;21.5;;;0;
802;09/11/2020 3:00;Monteros - Rio Caspichango;22.2;95.2;1011.5;1.2;106.7;1.4;21.4;;;0;
803;09/11/2020 4:00;Monteros - Rio Caspichango;22;95.4;1012;1;55.3;1.8;21.2;;;0;
804;09/11/2020 5:00;Monteros - Rio Caspichango;21.5;98.1;1012.6;1.6;21;2;21.2;;;0;
805;09/11/2020 6:00;Monteros - Rio Caspichango;21;97.2;1013.4;2.1;42;2;20.5;;;0;
806;09/11/2020 7:00;Monteros - Rio Caspichango;20.6;96.8;1014.3;1.5;353.3;2.3;20.1;;;0;
807;09/11/2020 8:00;Monteros - Rio Caspichango;21.4;95.3;1015;1.7;340;0.6;20.7;;;0;
808;09/11/2020 9:00;Monteros - Rio Caspichango;22.3;94.6;1015.3;1.5;350.3;0.4;21.4;;;0;
809;09/11/2020 10:00;Monteros - Rio Caspichango;23.4;91.9;1015;1.4;306.7;0;22;;;0;
810;09/11/2020 11:00;Monteros - Rio Caspichango;25.2;88.7;1014;1.7;293.5;0;23.2;;;0;
811;09/11/2020 12:00;Monteros - Rio Caspichango;25.9;82.4;1012.5;1.9;300.3;0.1;22.7;;;0;
812;09/11/2020 13:00;Monteros - Rio Caspichango;26;85.2;1011.6;1.8;302.3;0.1;23.3;;;0;
813;09/11/2020 14:00;Monteros - Rio Caspichango;25.7;79.1;1010.4;1.7;319.6;0.1;21.8;;;0;
814;09/11/2020 15:00;Monteros - Rio Caspichango;25.7;77.2;1009.8;1.7;297.5;0;21.4;;;0;
815;09/11/2020 16:00;Monteros - Rio Caspichango;24.9;80.2;1009.9;1.8;303.8;0;21.3;;;0;
816;09/11/2020 17:00;Monteros - Rio Caspichango;23.7;88.4;1010.4;1.7;307.8;0;21.7;;;0;
817;09/11/2020 18:00;Monteros - Rio Caspichango;22.6;93.2;1010.9;1.5;13.3;0;21.5;;;0;
